,model_week,date,iso_week,iso_year,ga4_sessions,podcast_streams,linkedin_spend,linkedin_impressions,linkedin_clicks,gSearch_sessions,gSearch_impressions,gift_spend,email_opened_cnt,direct_spend,fb_spend,fb_impressions,fb_clicks,googleAds_spend,googleAds_impressions,event_spend,mql_count,impactDotCom_ga4_sessions,month,daily_avg_queries,averageMQL,smoothed_MQL
151,202437,2024-09-09,37,2024,209113.0,219.0,10236.589991862367,175281,875,1199.0,37129.0,1141.89,0.0,0.0,2421.1899999999996,81477.0,731.0,6406.25,8820.0,0.0,52,3379.0,9,20353.0,51.0,52.0
152,202437,2024-09-10,37,2024,228908.0,168.0,11559.679992152462,184638,993,1302.0,38520.0,948.09,877.0,8501.0,2475.9600000000005,86917.0,726.0,8123.3,9543.0,0.0,76,5568.0,9,20353.0,59.0,76.0
153,202437,2024-09-11,37,2024,186321.0,112.0,12380.489992999186,180563,1077,2164.0,39587.0,50.0,0.0,0.0,2472.0800000000004,92435.0,518.0,9408.73,10295.0,0.0,66,7118.0,9,20353.0,102.0,66.0
154,202437,2024-09-12,37,2024,219241.0,110.0,11395.129990920866,162453,938,1150.0,38034.0,226.1,342.0,0.0,2500.6099999999997,83270.0,544.0,9598.38,9824.0,0.0,128,7276.0,9,20353.0,63.5,128.0
155,202437,2024-09-13,37,2024,188676.0,126.0,9732.48998734062,154092,853,970.0,34223.0,168.01,0.0,0.0,2362.0699999999997,73553.0,540.0,8442.14,9670.0,0.0,61,4491.0,9,20353.0,84.0,61.0
156,202437,2024-09-14,37,2024,92030.0,113.0,9015.769986034296,121574,838,579.0,26332.0,0.0,0.0,0.0,2268.13,68905.0,528.0,4185.36,6958.0,0.0,40,3776.0,9,20353.0,42.5,40.0
157,202437,2024-09-15,37,2024,101967.0,85.0,8265.419990348235,114904,814,572.0,29191.0,0.0,56.0,0.0,2504.3199999999997,80872.0,567.0,2996.74,6071.0,0.0,24,2823.0,9,20353.0,43.0,24.0
158,202438,2024-09-16,38,2024,215625.0,64.0,10200.149987031093,169800,868,1190.0,39300.0,348.26,0.0,0.0,2486.2,89425.0,549.0,8691.63,10112.0,0.0,46,6161.0,9,20353.0,53.0,46.0
159,202438,2024-09-17,38,2024,222497.0,718.0,11283.149990716614,176844,941,1167.0,38447.0,754.79,14264.0,0.0,2399.37,82152.0,636.0,8919.27,9999.0,0.0,82,4809.0,9,20353.0,61.0,82.0
160,202438,2024-09-18,38,2024,215229.0,2116.0,12350.449991293248,189861,1002,1240.0,38067.0,50.0,373.0,0.0,2389.65,85872.0,486.0,8786.89,10885.0,0.0,76,4572.0,9,20353.0,69.5,76.0
161,202438,2024-09-19,38,2024,204853.0,1342.0,10722.559989268815,166160,883,1259.0,38428.0,221.59,0.0,5750.0,2199.2200000000003,77090.0,488.0,8364.72,9512.0,0.0,57,3937.0,9,20353.0,62.5,57.0
162,202438,2024-09-20,38,2024,157540.0,622.0,8495.81998917723,115423,660,1031.0,36377.0,300.0,7484.0,30000.0,2193.73,67341.0,528.0,7164.18,9098.0,0.0,49,5287.0,9,20353.0,48.0,49.0
163,202438,2024-09-21,38,2024,80271.0,179.0,7788.679993452285,94672,700,496.0,31242.0,0.0,0.0,0.0,2017.5200000000004,62015.0,439.0,3900.06,6639.0,0.0,39,2107.0,9,20353.0,38.0,39.0
164,202438,2024-09-22,38,2024,91947.0,207.0,8433.829992937717,105772,782,564.0,29471.0,136.14,0.0,0.0,2263.5899999999997,70568.0,525.0,3319.9,5611.0,0.0,27,3179.0,9,20353.0,52.5,27.0
165,202439,2024-09-23,39,2024,214384.0,273.0,10172.069980990336,138371,832,1271.0,42921.0,341.71999999999997,0.0,0.0,2330.19,81368.0,475.0,8519.73,10220.0,0.0,66,4690.0,9,20353.0,49.5,66.0
166,202439,2024-09-24,39,2024,216734.0,303.0,11146.429991970344,142174,876,1359.0,42860.0,317.85,8078.0,0.0,2223.3999999999996,60449.0,397.0,10038.93,10039.0,0.0,72,4214.0,9,20353.0,65.0,72.0
167,202439,2024-09-25,39,2024,214421.0,224.0,11050.699991798156,142099,877,1262.0,38630.0,125.0,0.0,0.0,2158.45,58370.0,331.0,8246.25,9520.0,0.0,64,3857.0,9,20353.0,72.5,64.0
168,202439,2024-09-26,39,2024,206164.0,226.0,10053.9299910253,127635,781,1134.0,37538.0,422.99,2371.0,0.0,2134.8700000000003,60056.0,358.0,7955.06,9121.0,0.0,73,4013.0,9,20353.0,58.5,73.0
169,202439,2024-09-27,39,2024,181198.0,203.0,9926.639994703495,128473,770,939.0,35625.0,201.16,0.0,0.0,2019.03,54954.0,328.0,7171.2,7551.0,0.0,53,3459.0,9,20353.0,50.5,53.0
170,202439,2024-09-28,39,2024,91274.0,248.0,8229.999987910225,109109,718,505.0,28029.0,0.0,0.0,0.0,1670.53,41250.0,248.0,4777.37,5391.0,0.0,28,1869.0,9,20353.0,43.5,28.0
171,202439,2024-09-29,39,2024,117638.0,271.0,9311.59999115588,118109,844,603.0,29187.0,0.0,0.0,0.0,1950.98,40494.0,279.0,6404.68,6210.0,0.0,34,3261.0,9,20353.0,38.0,34.0
172,202440,2024-09-30,40,2024,250534.0,10718.0,11954.199994712775,166632,929,1320.0,39292.0,0.0,0.0,0.0,1909.81,46348.0,224.0,9401.93,9305.0,0.0,48,3936.0,9,20353.0,45.5,48.0
173,202440,2024-10-01,40,2024,262330.0,1070.0,13566.65998621491,210379,1146,1271.0,39401.0,50.0,7066.0,42638.0,1840.52,53661.0,293.0,3656.9,4483.0,0.0,57,5726.0,10,18677.0,57.5,57.0
174,202440,2024-10-02,40,2024,217928.0,538.0,14623.719994708774,218911,1227,1183.0,40420.0,550.0,733.0,3000.0,1814.7799999999995,54133.0,329.0,8248.78,7865.0,0.0,67,3577.0,10,18677.0,66.0,67.0
175,202440,2024-10-03,40,2024,186683.0,401.0,14656.489988149608,194068,1160,1149.0,37329.0,353.02,5460.0,10333.0,1771.08,53038.0,295.0,8246.02,7178.0,0.0,75,3737.0,10,18677.0,58.0,75.0
176,202440,2024-10-04,40,2024,175158.0,226.0,14658.11998779542,179559,1094,940.0,36193.0,438.44,0.0,0.0,1746.7400000000002,50544.0,337.0,6271.52,6451.0,0.0,49,1868.0,10,18677.0,47.5,49.0
177,202440,2024-10-05,40,2024,87183.0,237.0,13000.189989106331,152211,1044,480.0,25872.0,0.0,0.0,0.0,1633.8099999999995,46489.0,279.0,2710.0,4529.0,0.0,20,2029.0,10,18677.0,39.0,20.0
178,202440,2024-10-06,40,2024,113181.0,232.0,11162.219990371645,143714,994,540.0,29403.0,68.22,0.0,0.0,1935.05,52736.0,306.0,3263.17,5682.0,0.0,29,2267.0,10,18677.0,36.0,29.0
179,202441,2024-10-07,41,2024,242391.0,287.0,14586.5199788156,198788,1121,1262.0,37870.0,0.0,0.0,0.0,1801.88,60099.0,254.0,7713.02,8243.0,0.0,52,4491.0,10,18677.0,34.0,52.0
180,202441,2024-10-08,41,2024,236612.0,253.0,14509.679979979206,199314,1138,1312.0,39196.0,500.0,14090.0,0.0,1750.12,48267.0,243.0,6724.63,8472.0,0.0,39,4255.0,10,18677.0,63.0,39.0
181,202441,2024-10-09,41,2024,224124.0,204.0,13807.429987312926,183029,1059,1176.0,38194.0,49.14,708.0,0.0,1656.77,46939.0,279.0,6492.83,8252.0,36289.0,74,5723.0,10,18677.0,46.0,74.0
182,202441,2024-10-10,41,2024,197979.0,183.0,12672.849992609645,190614,1089,1108.0,37752.0,0.0,6438.0,10333.0,1675.25,47911.0,247.0,6564.23,8521.0,0.0,53,4452.0,10,18677.0,57.0,53.0
183,202441,2024-10-11,41,2024,183814.0,209.0,12420.619991389656,181544,1040,906.0,35447.0,98.13,0.0,7950.0,1699.4300000000003,45533.0,276.0,5034.68,8459.0,0.0,40,3618.0,10,18677.0,42.5,40.0
184,202441,2024-10-12,41,2024,93140.0,199.0,11931.50998890665,150450,1067,533.0,28121.0,0.0,0.0,0.0,1597.3700000000003,40159.0,235.0,2985.74,7270.0,0.0,32,2942.0,10,18677.0,38.0,32.0
185,202441,2024-10-13,41,2024,106623.0,464.0,11098.6699690226,139586,1018,537.0,32953.0,0.0,0.0,0.0,1828.23,47472.0,267.0,2678.24,7955.0,0.0,36,2067.0,10,18677.0,44.0,36.0
186,202442,2024-10-14,42,2024,218483.0,129.0,11470.159995559445,188529,995,1142.0,43218.0,799.09,0.0,0.0,1783.9,53071.0,299.0,6570.45,12167.0,0.0,56,3458.0,10,18677.0,188.0,56.0
187,202442,2024-10-15,42,2024,238767.0,95.0,12605.509990420493,178616,1038,1284.0,43448.0,300.0,0.0,34666.0,1727.34,51080.0,249.0,6233.39,12400.0,0.0,340,3896.0,10,18677.0,79.0,79.0
188,202442,2024-10-16,42,2024,239041.0,157.0,11408.009993085972,161894,1016,1217.0,42405.0,75.99,44.0,0.0,775.4500000000002,19881.0,99.0,6357.24,13315.0,0.0,102,4016.0,10,18677.0,211.0,102.0
189,202442,2024-10-17,42,2024,205809.0,177.0,7689.44999429844,127866,752,1108.0,41151.0,150.95,1435.0,10333.0,0.0,0.0,0.0,5443.12,12781.0,0.0,82,3459.0,10,18677.0,75.5,82.0
190,202442,2024-10-18,42,2024,196028.0,134.0,7320.969995097917,113449,707,944.0,38549.0,50.0,0.0,0.0,0.0,0.0,0.0,4023.95,9395.0,0.0,49,4611.0,10,18677.0,52.5,49.0
191,202442,2024-10-19,42,2024,84800.0,78.0,6860.969988145108,99692,732,462.0,30867.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.92,7252.0,0.0,23,2504.0,10,18677.0,40.0,23.0
192,202442,2024-10-20,42,2024,109997.0,139.0,6425.369990055343,102187,709,469.0,34670.0,0.0,0.0,1.0,0.0,0.0,0.0,1312.47,5172.0,0.0,31,3457.0,10,18677.0,34.5,31.0
193,202443,2024-10-21,43,2024,253025.0,125.0,7810.949993362535,139106,801,1162.0,46354.0,236.14,341.0,0.0,0.0,0.0,0.0,3923.65,7165.0,0.0,46,5726.0,10,18677.0,66.5,46.0
194,202443,2024-10-22,43,2024,243178.0,158.0,8292.039990646957,127689,825,1362.0,47957.0,125.0,17093.0,10000.0,0.0,0.0,0.0,4028.65,7165.0,0.0,102,4372.0,10,18677.0,53.0,102.0
195,202443,2024-10-23,43,2024,213993.0,121.0,7678.669999999996,121551,1121,1205.0,46873.0,571.64,6.0,0.0,0.0,0.0,0.0,3545.29,6372.0,0.0,60,4014.0,10,18677.0,84.5,60.0
196,202443,2024-10-24,43,2024,245994.0,225.0,7576.269999999999,114900,872,1182.0,43814.0,555.0,5879.0,14333.0,0.0,0.0,0.0,3763.71,5525.0,0.0,67,3974.0,10,18677.0,58.0,67.0
197,202443,2024-10-25,43,2024,169431.0,97.0,6801.780000000001,110807,812,1003.0,41452.0,425.93,0.0,0.0,0.0,0.0,0.0,2422.04,3791.0,0.0,56,2464.0,10,18677.0,44.5,56.0
198,202443,2024-10-26,43,2024,86823.0,129.0,5502.869999999999,78313,639,486.0,30910.0,0.0,0.0,0.0,0.0,0.0,0.0,808.61,2116.0,0.0,22,3418.0,10,18677.0,37.5,22.0
199,202443,2024-10-27,43,2024,105989.0,94.0,5006.460000000002,78295,624,491.0,33398.0,0.0,0.0,0.0,0.0,0.0,0.0,870.16,2452.0,0.0,19,3817.0,10,18677.0,29.0,19.0
200,202444,2024-10-28,44,2024,224246.0,100.0,6746.980000000001,109784,774,1217.0,45454.0,250.93,0.0,0.0,0.0,0.0,0.0,3465.12,4726.0,21057.0,36,4450.0,10,18677.0,40.0,36.0
201,202444,2024-10-29,44,2024,235615.0,129.0,5997.4299999999985,102437,1190,1292.0,45458.0,325.0,0.0,0.0,0.0,0.0,0.0,2797.19,4761.0,0.0,61,4094.0,10,18677.0,45.0,61.0
202,202444,2024-10-30,44,2024,224765.0,143.0,6980.720000000001,111548,1063,1167.0,42315.0,0.0,8.0,3000.0,0.0,0.0,0.0,3224.57,4906.0,0.0,54,3022.0,10,18677.0,58.5,54.0
203,202444,2024-10-31,44,2024,221347.0,82.0,6659.550000000002,107185,1154,1059.0,38424.0,146.88,1379.0,10333.0,0.0,0.0,0.0,2723.78,4449.0,0.0,56,4014.0,10,18677.0,42.5,56.0
204,202444,2024-11-01,44,2024,275057.0,90.0,7108.759999999997,123194,1117,1155.0,43583.0,200.0,0.0,7950.0,0.0,0.0,0.0,2962.48,4163.0,0.0,31,4136.0,11,17371.0,36.5,31.0
205,202444,2024-11-02,44,2024,150156.0,182.0,6765.2800000000025,101059,939,722.0,36031.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.9,2990.0,0.0,17,3022.0,11,17371.0,26.0,17.0
206,202444,2024-11-03,44,2024,161286.0,90.0,6593.21,99397,841,836.0,38063.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.23,3497.0,0.0,21,3537.0,11,17371.0,38.5,21.0
207,202445,2024-11-04,45,2024,306717.0,417.0,10312.06999999999,162472,1355,1518.0,45946.0,2732.0299999999997,0.0,0.0,2178.9100000000003,55236.0,354.0,4497.22,5919.0,0.0,60,4134.0,11,17371.0,41.5,60.0
208,202445,2024-11-05,45,2024,267787.0,887.0,14206.97000000001,195792,1693,2134.0,43336.0,0.0,0.0,0.0,2234.73,60758.0,314.0,4895.85,5733.0,0.0,62,6639.0,11,17371.0,104.0,62.0
209,202445,2024-11-06,45,2024,249655.0,497.0,13301.519999999991,209995,1800,1946.0,42127.0,175.0,15167.0,0.0,2142.2,68414.0,360.0,3556.79,5267.0,0.0,148,4373.0,11,17371.0,73.0,73.0
210,202445,2024-11-07,45,2024,240147.0,479.0,11321.659999999996,165857,1588,1661.0,42159.0,125.84,31342.0,10333.0,2139.91,56887.0,323.0,4331.67,5744.0,0.0,84,3457.0,11,17371.0,106.0,84.0
211,202445,2024-11-08,45,2024,196815.0,318.0,9416.489999999998,148220,1360,1186.0,41244.0,511.67,0.0,0.0,2254.48,55777.0,379.0,3213.36,4741.0,0.0,64,3019.0,11,17371.0,57.0,64.0
212,202445,2024-11-09,45,2024,104513.0,347.0,8616.68,115373,1041,601.0,33640.0,0.0,0.0,0.0,2002.09,49862.0,341.0,1683.44,3105.0,0.0,30,2186.0,11,17371.0,48.0,30.0
213,202445,2024-11-10,45,2024,131306.0,174.0,8333.630000000003,109318,1012,693.0,35292.0,0.0,0.0,0.0,1981.89,52850.0,358.0,1884.44,3327.0,0.0,32,2265.0,11,17371.0,73.0,32.0
214,202446,2024-11-11,46,2024,252957.0,540.0,8718.930000000008,134199,1340,1278.0,44797.0,774.52,0.0,1666.0,1906.76,52748.0,301.0,3859.35,5596.0,0.0,116,4651.0,11,17371.0,37.0,116.0
215,202446,2024-11-12,46,2024,261215.0,613.0,9883.370000000004,131719,1366,1476.0,46253.0,1015.52,18091.0,0.0,1879.99,51345.0,350.0,4353.68,6757.0,0.0,42,4532.0,11,17371.0,99.0,42.0
216,202446,2024-11-13,46,2024,267467.0,369.0,8507.44,125259,1069,1525.0,42853.0,828.58,0.0,0.0,1880.89,53185.0,315.0,4227.95,6570.0,0.0,82,3975.0,11,17371.0,74.5,82.0
217,202446,2024-11-14,46,2024,244763.0,947.0,10490.63,153066,1023,1421.0,43615.0,1178.55,1201.0,0.0,1803.48,49480.0,322.0,5131.59,6734.0,0.0,107,4212.0,11,17371.0,58.0,107.0
218,202446,2024-11-15,46,2024,205564.0,799.0,10256.929999999997,148287,1163,1130.0,42355.0,50.0,0.0,0.0,1682.6200000000003,48296.0,257.0,4041.56,5591.0,0.0,34,3817.0,11,17371.0,63.5,34.0
219,202446,2024-11-16,46,2024,103523.0,127.0,7789.020000000001,103325,782,630.0,32591.0,0.0,2.0,0.0,1653.01,47440.0,289.0,2473.09,4007.0,0.0,20,2583.0,11,17371.0,31.0,20.0
220,202446,2024-11-17,46,2024,121215.0,89.0,6513.4800000000005,91730,729,667.0,34838.0,0.0,0.0,0.0,1976.85,53948.0,343.0,2611.29,4490.0,0.0,28,2463.0,11,17371.0,41.5,28.0
221,202447,2024-11-18,47,2024,272590.0,418.0,8686.659999999993,133261,1003,1412.0,43301.0,350.0,0.0,0.0,1917.76,53322.0,288.0,5539.48,8047.0,0.0,63,3657.0,11,17371.0,35.5,63.0
222,202447,2024-11-19,47,2024,256537.0,422.0,8687.31999999999,123628,1061,1373.0,42309.0,993.26,130.0,0.0,1794.9299999999996,50904.0,290.0,6265.78,8452.0,7000.0,43,4851.0,11,17371.0,59.5,43.0
223,202447,2024-11-20,47,2024,249012.0,380.0,8674.470000000001,112014,916,1378.0,43092.0,325.96,27157.0,0.0,1794.2500000000002,50199.0,282.0,5906.31,7783.0,0.0,56,3060.0,11,17371.0,97.5,56.0
224,202447,2024-11-21,47,2024,245399.0,400.0,9375.95,133410,1018,1407.0,39984.0,50.0,1106.0,0.0,1758.12,50064.0,295.0,5247.21,7588.0,0.0,152,4491.0,11,17371.0,47.0,47.0
225,202447,2024-11-22,47,2024,219239.0,135.0,10179.040000000005,137073,1046,1113.0,39616.0,25.0,390.0,0.0,1716.5800000000002,45075.0,266.0,5028.76,6336.0,0.0,38,2663.0,11,17371.0,89.0,38.0
226,202447,2024-11-23,47,2024,115129.0,57.0,7740.969999999998,93583,753,545.0,31545.0,0.0,0.0,0.0,1655.4,45804.0,300.0,2449.33,3752.0,0.0,26,1709.0,11,17371.0,30.5,26.0
227,202447,2024-11-24,47,2024,120023.0,91.0,7171.640000000001,75010,643,650.0,32816.0,0.0,0.0,0.0,1975.24,51618.0,348.0,2772.32,3733.0,0.0,23,1949.0,11,17371.0,44.0,23.0
228,202448,2024-11-25,48,2024,283887.0,77.0,9700.140000000005,121992,954,1329.0,39228.0,500.0,108.0,0.0,1930.6900000000005,51821.0,317.0,5323.92,6825.0,0.0,62,3616.0,11,17371.0,39.5,62.0
229,202448,2024-11-26,48,2024,271355.0,99.0,10186.649999999992,133554,1045,1318.0,37029.0,349.64,19.0,0.0,1781.18,49319.0,254.0,6123.64,6486.0,0.0,56,4371.0,11,17371.0,72.0,56.0
230,202448,2024-11-27,48,2024,239191.0,186.0,8461.100000000006,103244,1038,912.0,31478.0,135.6,402.0,0.0,1747.9599999999998,46364.0,276.0,4222.4,5466.0,0.0,82,3418.0,11,17371.0,37.0,82.0
231,202448,2024-11-28,48,2024,171701.0,92.0,4810.599999999998,57267,658,515.0,27752.0,0.0,4792.0,0.0,1685.9299999999998,42688.0,235.0,2221.82,3273.0,0.0,18,2583.0,11,17371.0,54.5,18.0
232,202448,2024-11-29,48,2024,183944.0,59.0,5614.550000000002,62282,662,796.0,33484.0,0.0,0.0,0.0,1673.79,41080.0,258.0,2959.47,4240.0,0.0,27,1828.0,11,17371.0,19.0,27.0
233,202448,2024-11-30,48,2024,139427.0,42.0,6132.570000000003,80518,723,622.0,31287.0,0.0,0.0,0.0,1618.0600000000002,45393.0,285.0,2102.78,3731.0,0.0,20,1392.0,11,17371.0,21.5,20.0
234,202448,2024-12-01,48,2024,135884.0,61.0,7793.009999999995,98803,838,671.0,33155.0,0.0,0.0,0.0,1925.43,50809.0,304.0,1936.64,3864.0,0.0,16,1550.0,12,16251.0,32.0,16.0
235,202449,2024-12-02,49,2024,265791.0,53.0,8612.74,119733,1004,1353.0,42532.0,298.42,0.0,0.0,1842.44,49468.0,242.0,4549.49,6314.0,0.0,44,2106.0,12,16251.0,58.5,44.0
236,202449,2024-12-03,49,2024,258444.0,52.0,10809.610000000004,156545,1283,1351.0,42777.0,1200.0,0.0,4000.0,1823.86,53459.0,296.0,4983.33,9591.0,0.0,101,3776.0,12,16251.0,58.0,101.0
237,202449,2024-12-04,49,2024,240551.0,64.0,10046.64,138047,1204,1272.0,44729.0,473.71,143.0,6000.0,1763.09,57093.0,328.0,6052.59,14233.0,0.0,72,3459.0,12,16251.0,84.0,72.0
238,202449,2024-12-05,49,2024,237679.0,61.0,12103.51,155290,1371,1283.0,43655.0,654.25,5994.0,0.0,1678.26,59033.0,332.0,6088.3,7144.0,0.0,67,2901.0,12,16251.0,59.5,67.0
239,202449,2024-12-06,49,2024,189267.0,65.0,9435.409999999994,124114,1115,963.0,40303.0,162.51,0.0,0.0,1671.0799999999997,61533.0,330.0,4701.45,5708.0,0.0,47,2862.0,12,16251.0,46.5,47.0
240,202449,2024-12-07,49,2024,91595.0,61.0,6999.009999999999,88243,662,521.0,32025.0,0.0,0.0,0.0,1574.66,56580.0,328.0,1809.14,3551.0,0.0,26,2067.0,12,16251.0,36.5,26.0
241,202449,2024-12-08,49,2024,101291.0,38.0,5954.500000000002,74677,572,541.0,33510.0,0.0,0.0,0.0,1954.38,65991.0,426.0,2382.92,3705.0,0.0,26,1948.0,12,16251.0,42.0,26.0
242,202450,2024-12-09,50,2024,256840.0,81.0,8668.939999999995,119741,838,1210.0,43549.0,534.51,0.0,0.0,1877.4,65216.0,346.0,5672.73,6677.0,0.0,58,6442.0,12,16251.0,73.5,58.0
243,202450,2024-12-10,50,2024,255289.0,41.0,9673.249999999993,136794,923,1289.0,42222.0,686.54,16413.0,0.0,1775.47,57256.0,331.0,4778.55,6562.0,0.0,121,4372.0,12,16251.0,66.5,121.0
244,202450,2024-12-11,50,2024,228782.0,53.0,10694.070000000009,133429,934,1214.0,42429.0,150.0,548.0,0.0,1712.19,52139.0,303.0,4145.61,6315.0,0.0,75,3418.0,12,16251.0,97.5,75.0
245,202450,2024-12-12,50,2024,218318.0,34.0,11284.569999999998,131697,885,1111.0,39550.0,402.43,117.0,1666.0,1819.58,55175.0,307.0,4705.94,6350.0,0.0,74,2544.0,12,16251.0,58.5,74.0
246,202450,2024-12-13,50,2024,191174.0,47.0,10750.56,113944,830,971.0,42898.0,296.57,0.0,0.0,1773.63,56055.0,329.0,3404.48,5034.0,0.0,42,4054.0,12,16251.0,46.0,42.0
247,202450,2024-12-14,50,2024,94335.0,61.0,8393.099999999997,89187,671,430.0,36574.0,0.0,0.0,0.0,1762.2,58492.0,336.0,1827.24,3516.0,0.0,18,2305.0,12,16251.0,38.0,18.0
248,202450,2024-12-15,50,2024,117671.0,51.0,8133.400000000003,83759,688,503.0,37495.0,0.0,0.0,0.0,2044.04,62587.0,368.0,1955.41,3804.0,0.0,34,2147.0,12,16251.0,52.0,34.0
249,202451,2024-12-16,51,2024,220000.0,70.0,11461.410000000002,146126,932,1192.0,45587.0,823.72,0.0,0.0,1990.49,60624.0,360.0,4737.0,7127.0,0.0,86,2584.0,12,16251.0,42.0,86.0
250,202451,2024-12-17,51,2024,235023.0,64.0,12613.200000000008,150252,1019,1247.0,46568.0,1429.22,0.0,0.0,1821.4,61596.0,328.0,4778.44,6842.0,0.0,50,3299.0,12,16251.0,73.5,50.0
251,202451,2024-12-18,51,2024,208860.0,90.0,13233.19999999999,151602,1059,1061.0,45393.0,1835.05,0.0,0.0,1836.45,55353.0,321.0,4327.95,6549.0,0.0,61,3340.0,12,16251.0,84.5,61.0
252,202451,2024-12-19,51,2024,215583.0,57.0,12819.259999999998,144303,1008,1008.0,43621.0,93.42,112.0,0.0,1810.52,59114.0,414.0,4157.64,6142.0,0.0,119,3260.0,12,16251.0,53.0,119.0
253,202451,2024-12-20,51,2024,177858.0,25.0,11921.579999999998,143426,962,841.0,42041.0,343.61,0.0,0.0,1292.15,35243.0,398.0,3813.21,5281.0,0.0,45,2943.0,12,16251.0,71.5,45.0
254,202451,2024-12-21,51,2024,91993.0,38.0,6104.229999999997,67137,581,408.0,38870.0,0.0,0.0,0.0,594.44,18046.0,350.0,1834.42,3167.0,0.0,24,2505.0,12,16251.0,34.0,24.0
255,202451,2024-12-22,51,2024,111712.0,27.0,5770.589999999997,62246,552,483.0,43801.0,121.87,0.0,0.0,545.4,18789.0,188.0,1531.54,3129.0,0.0,23,2306.0,12,16251.0,19.5,23.0
256,202452,2024-12-23,52,2024,170271.0,31.0,6527.360000000001,76015,607,757.0,48458.0,43.76,0.0,0.0,543.14,19577.0,154.0,3118.94,4611.0,0.0,15,2901.0,12,16251.0,25.0,15.0
257,202452,2024-12-24,52,2024,123751.0,75.0,5450.559999999999,60483,541,407.0,41622.0,0.0,0.0,0.0,489.34,18060.0,178.0,1353.94,3035.0,0.0,27,2226.0,12,16251.0,11.0,27.0
258,202452,2024-12-25,52,2024,95378.0,122.0,4767.629999999999,46947,490,340.0,34205.0,0.0,9.0,0.0,523.16,22225.0,186.0,1048.85,2678.0,0.0,7,2424.0,12,16251.0,28.0,7.0
259,202452,2024-12-26,52,2024,140888.0,85.0,6328.270000000001,70068,600,651.0,43770.0,0.0,3248.0,0.0,514.04,24198.0,169.0,2633.45,4039.0,0.0,29,2821.0,12,16251.0,11.5,29.0
260,202452,2024-12-27,52,2024,128050.0,43.0,7032.499999999998,82343,645,649.0,44993.0,0.0,0.0,0.0,500.4500000000001,21996.0,158.0,2390.68,4055.0,0.0,16,1907.0,12,16251.0,19.0,16.0
261,202452,2024-12-28,52,2024,94258.0,27.0,6257.240000000002,71125,610,494.0,40654.0,75.0,0.0,0.0,458.85,20784.0,130.0,1574.53,3974.0,0.0,9,2067.0,12,16251.0,17.5,9.0
262,202452,2024-12-29,52,2024,114650.0,80.0,6273.829999999998,70430,582,552.0,42260.0,0.0,0.0,0.0,528.36,22159.0,159.0,2018.37,4310.0,0.0,19,2901.0,12,16251.0,19.0,19.0
263,202501,2024-12-30,1,2025,160365.0,58.0,7474.669999999998,92441,702,822.0,43485.0,0.0,0.0,0.0,554.78,24482.0,143.0,3316.87,5864.0,0.0,29,1908.0,12,0,21.5,29.0
264,202501,2024-12-31,1,2025,130271.0,45.0,8094.040000000001,97873,769,623.0,38358.0,0.0,0.0,0.0,517.1999999999999,25004.0,166.0,2359.62,4434.0,0.0,24,1947.0,12,0,22.0,24.0
265,202501,2025-01-01,1,2025,128699.0,63.0,8433.119999999999,109798,910,600.0,39327.0,0.0,0.0,0.0,480.96,26884.0,196.0,2206.82,4320.0,0.0,15,2179.0,1,20632.0,37.5,15.0
266,202501,2025-01-02,1,2025,234845.0,51.0,8697.030000000002,131661,839,1063.0,49157.0,50.0,3369.0,0.0,484.26,23718.0,161.0,4016.17,6413.0,0.0,51,5022.0,1,20632.0,25.0,51.0
267,202501,2025-01-03,1,2025,196884.0,57.0,8139.760000000002,134473,827,913.0,52313.0,0.0,0.0,0.0,446.72,22294.0,136.0,3114.59,5913.0,0.0,35,4135.0,1,20632.0,33.5,35.0
268,202501,2025-01-04,1,2025,122626.0,53.0,5477.21,82274,602,607.0,44597.0,0.0,0.0,0.0,455.09,24087.0,171.0,2055.38,4278.0,0.0,16,2362.0,1,20632.0,25.0,16.0
269,202501,2025-01-05,1,2025,138946.0,43.0,4310.150000000001,74329,487,595.0,41600.0,43.47,0.0,0.0,500.22,25589.0,184.0,2098.04,4762.0,0.0,15,4616.0,1,20632.0,80.0,15.0
270,202502,2025-01-06,2,2025,281370.0,414.0,9622.250000000004,140898,923,1289.0,52721.0,203.39999999999998,0.0,0.0,2163.99,73341.0,440.0,5006.08,8195.0,0.0,144,3434.0,1,20632.0,36.0,36.0
271,202502,2025-01-07,2,2025,299451.0,559.0,14509.640000000005,191700,1216,1323.0,52588.0,154.89,0.0,0.0,2098.8199999999997,69621.0,396.0,5550.12,7963.0,0.0,57,4504.0,1,20632.0,120.0,57.0
272,202502,2025-01-08,2,2025,292600.0,378.0,14613.670000000004,180670,1210,1237.0,47846.0,447.63,28646.0,0.0,2026.52,73112.0,354.0,5612.46,7698.0,0.0,96,4838.0,1,20632.0,68.0,96.0
273,202502,2025-01-09,2,2025,267058.0,476.0,14647.609999999995,174053,1266,1237.0,52304.0,4175.0,3088.0,0.0,1993.48,79743.0,344.0,4240.51,6439.0,0.0,79,4760.0,1,20632.0,71.0,79.0
