Date,Amount spent,Impressions,Link clicks,CTR (link click-through rate),CPM,CPC (link),On-Facebook leads,Cost per on-Facebook lead,Website conversions,Frequency
"Jun 11, 2025",712.51,38520,171,0.0044392523364485985,18.497144340602283,4.16672514619883,11,64.77363636363636,53,null
"Jun 10, 2025",2294.01,143786,680,0.004729250413809411,15.95433491438666,3.373544117647059,58,39.55189655172414,237,null
"Jun 9, 2025",2274.6299999999997,143534,719,0.005009266097231318,15.847325372385635,3.163602225312934,49,46.42102040816326,272,null
"Jun 8, 2025",2374.8,147653,759,0.0051404306041868434,16.083655597922156,3.1288537549407116,52,45.66923076923077,243,null
"Jun 7, 2025",2265.6800000000003,142247,766,0.0053849993321476025,15.927787580757416,2.95780678851175,51,44.42509803921569,258,null
"Jun 6, 2025",2143.19,131616,692,0.005257719426209579,16.283658521760273,3.0970953757225432,48,44.649791666666665,254,null
"Jun 5, 2025",2187.3399999999997,133248,715,0.005365934197886647,16.415555955811715,3.0592167832167827,59,37.073559322033894,286,null
"Jun 4, 2025",2198.2,139885,665,0.004753904993387425,15.714336776637952,3.305563909774436,62,35.45483870967742,247,null
"Jun 3, 2025",2201.92,141674,720,0.005082089868289171,15.54216017053235,3.058222222222222,59,37.3206779661017,261,null
"Jun 2, 2025",2342.44,143800,654,0.00454798331015299,16.289568845618916,3.5817125382263,49,47.80489795918368,247,null
